order_id,customer_id,sku,status,amount,currency,order_ts
  O001038,  C0048,  Sku001,  shipped ,"$1,343.07",  aud ,2026-09-02 19:10:01
O001386 ,C0040, sku005, pending , 910.89 ,  Aud,2026-09-02 03:03:33
 O001479  , C0257,SKU015 , delivered ,$382.02,  AUD,02/09/2026 07:26:17
 o001969 , C0201,  Sku015, shipped ,328.26,  AUD ,2026-09-02 14:09:53
 O001742  ,  C0235  , Sku005,  Delivered  ,$92.64,nzd  ,2026-09-02 03:38:21
 o001693,  C0295  ,  sku010  ,  Pending,1333.94,Aud ,02/09/2026 20:54:52
  O001472,  c0170 , SKU003 , PENDING ,"$1,305.39", NZD,2026-09-02 16:59:31
 O001811,  C0010,sku014 ,pending  ,$875.36,  USD  ,02/09/2026 11:06:18
  O001192, C0273 ,  sku001,  Pending,1327.47,AUD ,02/09/2026 05:22:52
  O001777  ,  c0077 ,  Sku005  , PENDING,"$1,294.64", Usd  ,2026-09-02 18:36:53
 O001701  ,  C0245,Sku016  ,delivered  ,1022.1,Nzd ,2026-09-02 09:19:20
O001163  ,C0193  , Sku002 ,  shipped,1373.37,  Aud  ,02/09/2026 07:07:38
 O001011  ,C0151 , SKU001 , Shipped  ,638.69,  nzd,2026-09-02 06:28:08
O001159 , C0208 ,Sku006 , DELIVERED,"$1,119.99",NZD ,02/09/2026 07:13:34
O001378  , C0050 ,sku019  ,Shipped , 314.63 ,  nzd  ,2026-09-02 12:54:10
O001201  ,C0023, Sku008  ,delivered ,"$1,005.76",  Aud ,02/09/2026 06:06:02
 O001659,  C0257 ,  SKU010, Pending  ,"$1,330.59", nzd ,02/09/2026 15:09:47
 o001003,  C0208  , sku002, shipped, 1045.23 ,  AUD,2026-09-02 14:23:15
 O001513,  C0041  , sku015,  pending, 1193.37 , NZD ,2026-09-02 01:05:34
 o001971  ,  C0045 ,Sku020 ,  PENDING  , 461.94 , Nzd ,2026-09-02 02:11:29
  O001067 ,C0116  ,  SKU011, DELIVERED  ,1069.26, Nzd  ,02/09/2026 20:40:19
  O001706, C0246, SKU008  , shipped,$942.83,nzd ,02/09/2026 22:56:04
 O001897  ,  C0058  ,  SKU012  ,  DELIVERED  ,106.43,Nzd ,not-a-date
o001590,  C0253  ,sku016,  shipped ,1155.63,Nzd,02/09/2026 16:36:07
  o001341 ,c0097 , sku019,delivered, 1141.08 ,  AUD  ,2026-09-02 08:25:23
 O001526  ,C0007,SKU012 ,  pending, 191.40 ,nzd  ,02/09/2026 19:43:03
 O001093 ,C0256 , SKU020  , Pending ,988.85,AUD,2026-09-02 02:28:52
  O001398 , c0161, Sku020  ,  Shipped, 1073.99 ,usd  ,02/09/2026 11:19:34
O001209 , C0102  ,  Sku011  ,  Delivered  ,689.2, nzd ,02/09/2026 04:42:27
  o001353  ,c0231  , SKU010 ,Pending, 678.34 ,nzd,02/09/2026 08:41:34
  O001433  ,  c0169  ,  Sku012 ,  Shipped  ,"$1,432.99", NZD  ,02/09/2026 22:29:13
 o001683  , c0245, SKU005 , Shipped, 588.56 , AUD  ,02/09/2026 09:50:28
O001536  ,  C0004 , sku007 ,PENDING  ,"$1,442.39",Aud,02/09/2026 05:17:30
O001570,C0180  ,  SKU002 , Delivered ,"$1,220.27", usd  ,2026-09-02 14:18:14
  O001327 , c0096, sku010  ,  PENDING,1115.06,  Aud ,02/09/2026 14:44:12
o001259 ,  c0293 ,sku019,  shipped ,586.73,Usd,2026-09-02 14:19:08
 O001510 ,  C0007  ,sku014  ,pending, 524.40 ,aud  ,2026-09-02 17:07:42
 O001354 ,  C0103,  Sku002  , SHIPPED, 571.81 ,USD  ,02/09/2026 09:15:14
 O001149  , C0293  ,SKU007, DELIVERED ,1246.38,USD  ,02/09/2026 17:47:56
 O001633 , c0280 , SKU010 ,shipped ,905.3, NZD,2026-09-02 06:34:35
 O001635 ,C0173 ,sku016 , delivered,"$1,399.46", Aud ,02/09/2026 01:20:26
O001827  ,  C0041  , SKU009 ,SHIPPED  ,$295.13, USD  ,2026-09-02 03:24:39
 O001215  ,C0243,Sku003 ,shipped, 323.87 ,AUD  ,02/09/2026 22:41:51
 O001031 ,C0043, SKU018,PENDING,1023.89,  usd ,02/09/2026 14:47:32
  o001077,c0188  ,SKU009 ,Delivered ,$18.67, USD ,2026-09-02 21:58:19
O001249  ,  C0272  ,  Sku012  ,  PENDING, 308.65 ,  USD ,2026-09-02 04:50:04
 O001147  ,  C0044, SKU011  ,SHIPPED  , 1054.61 , nzd,2026-09-02 21:37:14
O001378  , C0050 ,sku019  ,Shipped , 314.63 ,  nzd  ,2026-09-02 12:54:10
O001631  , C0152 ,  SKU006  , pending  ,410.4, Nzd  ,02/09/2026 23:09:28
 O001568 ,C0013 ,SKU010  ,delivered,769.05,  Aud,2026-09-02 22:54:14
 o001309, C0226  ,  sku017  , shipped  ,$405.55, USD,2026-09-02 07:08:46
 O001302  ,  C0207 , SKU019,DELIVERED ,$282.23, AUD,2026-09-02 22:06:22
O001381,  C0157 ,  sku020,  SHIPPED, 360.19 ,AUD  ,2026-09-02 03:49:42
 o001852 ,  C0241 ,Sku012,Delivered  , 162.15 ,Aud ,2026-09-02 20:57:40
  O001785 ,  c0092, SKU005,pending,467.24, USD,02/09/2026 11:03:33
 O001755 ,C0084  ,  SKU017, Pending  ,"$1,177.47", usd  ,2026-09-02 05:59:46
o001931 ,C0014  ,SKU017  ,delivered , 1236.74 , USD  ,2026-09-02 20:39:17
  O001090  ,  c0067 ,Sku006  ,  PENDING ,$375.91,Aud  ,02/09/2026 02:44:11
 O001446 , C0217  ,Sku007 , shipped  , 1463.28 ,USD ,02/09/2026 12:27:20
O001807,  C0131  ,SKU012,shipped , 767.77 ,nzd  ,02/09/2026 10:34:30
  o001712,C0247,SKU002  ,pending, 1262.66 ,Aud,2026-09-02 00:12:26
 O001078,C0130  ,SKU013, pending  ,$328.86,  Usd  ,2026-09-02 12:34:00
  O001707 , C0081  ,  Sku014 ,  PENDING  , 927.23 ,  nzd,02/09/2026 05:18:15
  O001861  ,c0233 ,  SKU011 ,  shipped ,369.56, aud  ,2026-09-02 09:22:06
O001850  , c0232 ,  SKU005 , delivered ,452.33,  NZD,2026-09-02 12:30:34
 O001560,C0218 , sku019  , Pending,$154.00, USD ,02/09/2026 11:39:39
o001788  ,C0259 , SKU007  ,  shipped,743.97,  usd ,02/09/2026 04:16:28
,  C0137, SKU004  , pending ,1426.07, Usd  ,02/09/2026 23:39:44
  O001315, C0270,sku004  , DELIVERED ,1287.46,  Nzd ,2026-09-02 19:30:26
O001265,C0286 ,sku012,shipped  ,$737.12,AUD ,02/09/2026 03:41:32
  O001986 ,C0109,SKU011,  PENDING  ,$648.01,  AUD  ,2026-09-02 17:35:49
O001714, C0043  ,  SKU011 ,  Delivered , 365.91 ,Usd ,2026-09-02 02:33:01
o001566  , C0236, SKU004 , shipped, 487.75 ,USD ,2026-09-02 14:36:39
  O001099 ,  c0223 ,Sku015  , delivered,$260.26, nzd  ,02/09/2026 09:23:21
 O001890  ,C0153 ,  sku004, PENDING ,$819.80, AUD  ,2026-09-02 09:05:31
  O001516  ,C0150  , SKU018, Delivered , 111.16 , Usd  ,2026-09-02 12:56:41
 O001531  ,  C0108, Sku014 ,delivered ,$568.97,  aud ,02/09/2026 17:47:48
O001203, C0117 ,SKU008 , DELIVERED  ,957.68,  nzd  ,02/09/2026 12:37:56
  O001764  ,  C0138,Sku004  ,pending , 1210.33 ,usd ,2026-09-02 19:51:19
 O001506  , c0299,Sku010,  SHIPPED ,849.81,Aud,2026-09-02 15:18:45
 O001759, c0118,  Sku009, pending  ,"$1,481.99",USD  ,02/09/2026 13:47:43
  O001867 ,C0010,Sku015  , Pending  , 514.18 , Nzd,2026-09-02 15:16:31
O001344  ,C0002 ,  SKU019 ,delivered,1349.86,  usd  ,02/09/2026 04:21:05
 o001009 ,c0029  ,SKU017  , SHIPPED ,$580.16, Aud  ,2026-09-02 02:46:13
 O001600,  C0088 , SKU010 ,  Pending  , 554.27 , Aud,2026-09-02 15:24:29
  O001002  , C0079  ,  SKU005  , Delivered,1166.46,  NZD,2026-09-02 12:27:09
O001238,  C0287, SKU018 ,  pending ,$949.89, Aud  ,2026-09-02 12:24:07
o001070, C0163,  SKU009 ,shipped  , 1387.03 ,  NZD  ,2026-09-02 03:58:56
 O001254  ,  C0237,  Sku007 ,  shipped, 1057.60 ,  USD,2026-09-02 06:46:04
O001916 ,C0239, SKU009 ,pending  , 501.42 ,AUD ,2026-09-02 10:18:12
 O001222 ,  C0094  ,SKU007 ,  delivered ,325.59,NZD  ,02/09/2026 01:06:53
 o001180 ,c0132 ,  SKU011  , pending , 544.60 , Aud ,02/09/2026 07:55:10
O001186,  C0179, Sku010  , Pending  , 711.91 ,  Usd  ,2026-09-02 22:49:05
O001800 ,  C0030, SKU005 ,pending  ,321.13,  usd,2026-09-02 04:50:23
 O001270 , c0209 ,sku002 ,  shipped,"$1,053.10",Usd  ,02/09/2026 22:15:09
 O001779  , C0100,  SKU007, Delivered  ,$680.13,  NZD,2026-09-02 05:30:42
 O001559, C0129 ,sku001,DELIVERED  ,$706.80,  Nzd ,2026-09-02 14:37:00
  o001956 , C0276 , Sku008, delivered,$592.31,  usd  ,2026-09-02 07:12:10
 o001760  ,  C0169 ,  SKU020  ,  SHIPPED, 440.81 ,  USD,02/09/2026 11:44:54
O001298,  c0094  ,Sku014 , Pending  , 1226.28 ,aud  ,02/09/2026 21:20:39
  o001271  , C0135 ,  SKU011 ,shipped  , 650.00 , NZD  ,2026-09-02 20:17:52
  O001638, C0064  ,SKU007,pending  ,289.35, nzd,02/09/2026 05:38:25
 O001091  , C0040 , SKU009,SHIPPED  ,1208.93, AUD,02/09/2026 20:39:28
 O001599 , C0039  ,  Sku006 , pending, 47.68 , USD,2026-09-02 15:02:04
O001324  ,  c0285  ,SKU013,  delivered,"$1,168.32",AUD,2026-09-02 22:25:48
 O001266  , C0038 ,SKU016  ,  Shipped,546.73,  NZD,02/09/2026 20:13:52
  O001329 ,C0128  ,  Sku003, Pending  ,497.43, Nzd ,02/09/2026 15:54:59
o001006  ,C0093 ,SKU010  , Shipped , 976.73 ,AUD  ,2026-09-02 23:31:56
 O001128,c0156,  SKU016, shipped,$841.62,nzd  ,02/09/2026 07:41:51
  O001746  , c0230 , SKU010 ,pending , 1455.87 ,  nzd ,2026-09-02 05:03:27
O001804,  c0167,sku003,SHIPPED  ,470.53, Aud,02/09/2026 20:58:42
 O001749  ,  C0185 , SKU013,  DELIVERED , 747.36 ,  NZD ,2026-09-02 23:21:12
 O001511  ,C0082  ,sku016  , PENDING , 30.64 ,AUD  ,02/09/2026 04:38:26
 o001691,  C0081 , sku008 , Pending ,$877.16, AUD  ,02/09/2026 14:38:11
 o001227 ,c0086  ,  Sku013,delivered ,1123.27,Usd ,02/09/2026 12:07:06
 O001744  , c0051, sku008  ,  pending ,1101.79,USD,2026-09-02 07:17:31
  O001164  ,c0054  ,  sku011  ,  Pending  ,$592.74,  USD ,2026-09-02 01:46:15
 o001088  , c0047  , Sku005,  shipped  ,$517.42, USD,2026-09-02 17:33:48
 O001295  , C0269 ,  SKU013  , Shipped  ,1200.94, Aud  ,02/09/2026 13:59:53
 O001158  , C0170  ,  Sku012 , shipped  , 1048.10 ,  AUD  ,2026-09-02 05:55:18
  O001316 , c0270 , Sku003,pending  ,"$1,358.18",  nzd  ,2026-09-02 21:32:41
 O001176  ,C0020,Sku002  ,  SHIPPED,877.28,  AUD  ,02/09/2026 07:36:05
  O001445 ,C0227,SKU013  ,DELIVERED,751.84,  USD,2026-09-02 11:37:10
O001689  , C0031 ,  SKU003  ,  delivered  , 796.93 , AUD  ,02/09/2026 17:07:51
  o001423  ,  C0194  , Sku004 ,  Shipped ,"$1,181.41",  NZD  ,02/09/2026 09:00:43
O001941,  c0021  ,  Sku009 , Shipped,1451.74, Usd ,2026-09-02 02:43:55
  O001695,c0235 ,sku014 ,PENDING , 1042.22 ,  Nzd ,2026-09-02 14:34:25
  O001012 ,c0186 ,sku010 ,shipped  ,428.57,  aud ,2026-09-02 20:27:45
,C0272 , SKU020 ,  shipped , 1345.41 ,  Aud ,2026-09-02 18:29:02
O001267,C0199  ,  SKU019,  SHIPPED  ,1414.96,  NZD  ,02/09/2026 15:37:52
O001795 , C0197  ,  sku017 ,shipped ,$779.49,  AUD,2026-09-02 05:31:58
  o001054  ,C0070  ,  SKU002  , Delivered  , 501.14 ,  USD ,02/09/2026 07:30:28
o001906,C0214, SKU008  , delivered, 962.49 , NZD  ,2026-09-02 11:11:30
  O001869,C0086  ,SKU002,shipped ,$448.91,Aud  ,02/09/2026 09:17:55
O001123,C0194, SKU006,  Delivered , 507.23 ,Aud,02/09/2026 16:28:09
  o001593 ,  C0223,  SKU007  ,Delivered, 623.15 ,  usd,2026-09-02 02:51:19
  O001106  ,  C0222, sku015,  PENDING , 1217.70 ,  NZD ,2026-09-02 09:44:40
o001389, c0028  ,  sku015 , shipped ,114.83, USD  ,2026-09-02 12:55:45
 O001362, c0097 , sku010,SHIPPED,556.04,  nzd ,2026-09-02 01:56:14
  o001524 ,C0265,  SKU002  , shipped,24.15, nzd ,02/09/2026 03:17:58
O001679 ,  C0226,  SKU016  ,  SHIPPED ,26.23,AUD  ,02/09/2026 08:28:12
 O001919,  c0027 ,SKU005 ,shipped  , 1487.56 ,USD ,02/09/2026 12:09:12
O001726  ,C0011  ,  SKU013 ,shipped  , 404.54 , USD ,02/09/2026 22:18:05
 O001955, C0048  ,  SKU004, Delivered  ,$654.87,NZD  ,02/09/2026 12:07:06
  O001388,C0201  , sku005,  DELIVERED , 544.46 , Aud,02/09/2026 10:09:19
 o001929,C0101,  SKU018,shipped  , 1112.64 ,usd  ,2026-09-02 10:56:56
 o001287 , C0106,Sku004, Delivered ,1098.56,Nzd,2026-09-02 19:07:40
  O001997,  c0002,  SKU002  ,delivered , 773.51 ,nzd  ,02/09/2026 13:01:39
O001579,C0114 ,  Sku011 ,delivered  , 778.77 ,USD ,02/09/2026 23:55:52
  O001240  ,  C0011,SKU015 ,  pending  , 1216.68 , AUD  ,2026-09-02 17:44:46
 O001230  ,c0016,  sku020  ,delivered  , 130.30 , Usd,2026-09-02 13:07:59
  O001277,  c0064  , SKU001,  Pending,130.54,  usd,02/09/2026 05:20:52
o001894, C0023 , sku013,  delivered ,1242.69,  NZD,02/09/2026 22:01:41
  O001863,  C0129 , SKU009  ,DELIVERED , 821.93 ,  AUD,02/09/2026 11:39:57
 O001704 ,  c0135 ,SKU002  ,shipped, 105.05 , AUD  ,2026-09-02 03:53:41
O001597  , C0102, SKU002, Delivered  ,$175.11,  Nzd ,02/09/2026 04:31:31
 O001440 ,C0113 , sku016  , shipped,533.83, NZD ,02/09/2026 09:21:58
O001730,  c0082,sku017 ,delivered,$753.56,aud ,02/09/2026 00:05:49
 O001296, C0232,SKU006 ,  Pending  ,$877.30,Aud ,2026-09-02 14:21:35
O001784,C0246,sku016  ,Pending ,"$1,027.20",  usd  ,02/09/2026 11:44:04
o001456,c0268  ,  Sku016  ,Delivered, 1450.55 , usd,02/09/2026 09:53:50
  o001415 , C0023, Sku010, pending  ,"$1,243.78",USD ,2026-09-02 15:56:15
  o001087, C0118  ,  sku009, shipped  ,570.49, Nzd,2026-09-02 14:36:17
  O001607  ,  c0187 , SKU011,SHIPPED  , 901.25 ,  USD,2026-09-02 05:38:54
O001151,  C0296  ,SKU006,Pending  , 381.36 , Usd ,2026-09-02 23:12:37
 O001868 , C0283 ,  SKU002, Pending  , 200.84 , usd ,02/09/2026 17:40:53
o001639 ,  C0295  ,  SKU012 ,  PENDING,"$1,394.81",Nzd ,02/09/2026 22:52:49
  O001675 ,  c0055  ,SKU001,SHIPPED,$494.28,NZD  ,2026-09-02 13:34:44
O001035,  c0080 ,sku016,shipped, 444.90 ,AUD ,02/09/2026 03:10:23
O001520  ,  C0253  ,SKU018, Shipped ,"$1,492.88",Aud ,2026-09-02 15:57:34
 O001292 ,  C0107 , Sku014 , PENDING  , 1364.66 ,Aud,02/09/2026 14:20:26
O001238,  C0287, SKU018 ,  pending ,$949.89, Aud  ,2026-09-02 12:24:07
O001725 , C0078  ,Sku019,SHIPPED , 1314.31 , nzd,02/09/2026 12:38:30
 O001144 , C0224,SKU020,  pending  , 637.07 ,  AUD,02/09/2026 06:53:28
o001927 , C0209,SKU016  ,  delivered,430.96,Nzd,02/09/2026 19:33:52
  O001241 ,c0080 ,  sku014 , Delivered ,1084.64, NZD ,02/09/2026 19:41:27
o001112, C0211 , SKU005,DELIVERED , 1008.01 ,  Aud ,02/09/2026 19:31:53
o001636  ,C0257  ,  Sku005, Delivered, 1354.68 ,  USD,02/09/2026 15:04:35
  O001250  ,C0085 , SKU004 ,  Delivered  ,766.18, USD  ,02/09/2026 21:10:38
O001252  ,  c0181 ,sku019, pending  ,$365.29, nzd ,02/09/2026 16:05:03
O001358  , c0065 ,  SKU010,DELIVERED  ,454.81,  aud,2026-09-02 11:37:26
 O001771, C0278 , SKU005 , pending ,$135.74,  NZD ,2026-09-02 04:19:03
 O001747  ,c0090 ,SKU020 ,delivered  ,$860.11, AUD  ,02/09/2026 01:59:46
 O001273, C0193 ,  SKU017  ,Delivered, 874.93 ,  nzd  ,2026-09-02 00:31:17
 O001870  , C0037 ,SKU013 , PENDING,1208.78, Usd ,2026-09-02 09:11:58
  O001790,C0278 ,  SKU006  ,  Delivered, 570.43 ,Usd  ,02/09/2026 13:18:02
 O001835  ,  C0150,  Sku003 ,  delivered , 621.09 ,usd ,02/09/2026 19:58:49
O001973 ,  C0199 ,  sku006 , DELIVERED  , 556.64 ,  nzd,02/09/2026 09:10:06
  O001019 ,  C0114  ,SKU001 ,pending  ,"$1,260.33", Usd ,2026-09-02 00:47:28
  O001558, c0231 ,  sku015 ,  DELIVERED , 415.36 ,AUD  ,2026-09-02 21:25:31
 O001488  ,c0045  ,SKU002 ,delivered  ,$752.11,  aud  ,02/09/2026 04:42:57
  o001018,C0276  ,  sku011,  Pending,1498.49,Usd ,2026-09-02 15:34:36
  o001561,  c0082  ,  SKU018 ,shipped  ,$831.18,  aud  ,2026-09-02 05:13:38
 o001120 ,c0247  , SKU005 ,  pending  , 1278.61 ,  AUD  ,02/09/2026 05:13:38
O001392  , C0255,SKU002,Delivered  ,390.37,  usd ,02/09/2026 19:58:27
  o001405  , c0136  ,SKU019 ,  PENDING, 1089.69 ,  Nzd ,02/09/2026 12:14:16
 O001046 ,  C0253,  sku001  ,PENDING  , 386.00 ,  USD  ,02/09/2026 18:35:16
 O001982 ,C0201 ,SKU010  ,  PENDING,367.95,NZD,2026-09-02 07:09:08
  O001044, C0144,  sku016  ,  DELIVERED, 417.81 , usd,2026-09-02 16:16:57
  O001934, C0138  ,  SKU018,  DELIVERED  ,1110.7,  aud  ,02/09/2026 23:31:54
 O001740  ,  C0160 ,SKU006  ,  delivered  ,260.27,  Nzd ,02/09/2026 09:41:39
 O001299 , C0211  , Sku009  ,  Delivered  ,1325.91, Nzd  ,2026-09-02 01:51:32
 o001413  ,C0068,SKU008  , pending,115.85,aud ,02/09/2026 11:56:12
  O001937,  c0031 ,  SKU007,pending  ,$109.58,  NZD,02/09/2026 05:26:16
  O001100 , C0115 ,Sku017  ,  shipped ,$972.44,  USD,2026-09-02 05:42:17
O001385  ,  C0119  , Sku020 , Delivered, 636.63 ,  NZD ,2026-09-02 16:54:10
o001789,  C0222 , sku011  , pending  ,$251.17,  NZD ,02/09/2026 00:14:10
O001043,  C0261,  Sku017,shipped,1092.82,  NZD ,02/09/2026 13:52:07
O001043,  C0261,  Sku017,shipped,1092.82,  NZD ,02/09/2026 13:52:07
  O001676, C0128,  sku017 , PENDING  , 1330.07 ,NZD,2026-09-02 17:16:35
O001279  , c0078  , Sku010 , DELIVERED, 1460.22 ,  aud  ,02/09/2026 12:31:03
 o001004  ,C0241  ,  sku020,  PENDING, 783.41 , Nzd  ,2026-09-02 12:17:39
 O001669,  C0079,  SKU013 ,  delivered  , 759.47 ,Nzd  ,2026-09-02 14:26:39
  o001786,  C0069,  SKU005  ,  pending ,"$1,379.26",nzd  ,02/09/2026 17:42:23
  O001133  ,  c0144 , SKU015, PENDING, 1426.02 ,NZD ,02/09/2026 14:33:49
  O001325  ,  C0105,Sku006 ,pending,$245.16,  AUD  ,2026-09-02 10:22:40
O001853,C0226  ,Sku017 , Pending, 107.79 , nzd ,2026-09-02 08:27:45
 o001322 ,C0187 ,SKU011 ,  Pending ,363.27,  Usd,02/09/2026 10:33:03
  o001540, c0188 ,  SKU002  ,PENDING, 628.49 , USD  ,02/09/2026 19:39:25
  o001117, C0146  , Sku020 , shipped,309.02, USD ,2026-09-02 16:48:03
  O001483,C0131,  SKU002 ,  shipped  , 1365.82 ,aud ,2026-09-02 17:29:52
  O001668,  c0286  ,sku019  ,  Delivered, 673.19 ,  USD ,2026-09-02 23:27:24
O001160  ,C0010 ,SKU008  ,  shipped , 384.33 ,  aud  ,2026-09-02 13:03:41
 o001347,  c0015, sku017, Pending ,"$1,070.94",  USD ,02/09/2026 09:22:57
O001005,C0097 ,Sku011 ,PENDING ,1418.72,  USD ,02/09/2026 03:23:02
,  c0295  , sku015 , delivered , 1045.92 ,NZD ,2026-09-02 01:51:44
  O001272,c0227, SKU014 ,  DELIVERED  ,476.35,Aud ,02/09/2026 06:56:13
  o001577  ,C0140 , SKU002  ,  shipped,$902.83, USD  ,02/09/2026 23:58:04
 o001208  , C0259  ,SKU016  ,pending , 1301.12 ,AUD ,2026-09-02 13:41:12
  O001831, C0125  , SKU015 ,pending  , 951.65 ,usd ,02/09/2026 21:54:30
O001925,  C0148,SKU011, SHIPPED  ,$207.14,  NZD  ,2026-09-02 09:30:42
  O001816 ,C0157,  sku008 ,shipped  ,871.78, USD  ,02/09/2026 05:39:07
  O001859 , C0190  , SKU012 ,delivered  , 645.94 ,  NZD  ,2026-09-02 02:18:49
O001098 ,  C0057  ,  SKU010,  shipped  , 450.64 ,  Aud ,2026-09-02 17:01:48
  o001688  , C0212, sku009, DELIVERED , 380.12 ,Nzd ,02/09/2026 16:49:10
  O001738 ,C0249  , SKU007 ,  delivered  ,$89.65, Usd,2026-09-02 20:11:52
o001856 , C0215,  sku020 ,  delivered,$60.41, Aud  ,2026-09-02 02:53:57
O001686  ,  C0167 ,  sku014  ,PENDING, 1196.95 ,NZD ,2026-09-02 10:12:59
O001130 ,  c0102 ,sku004 ,pending,1214.56, NZD ,02/09/2026 12:52:38
O001647  ,  C0166 , SKU016  , Delivered,1335.34, USD  ,2026-09-02 18:04:26
 O001799 ,  C0134,SKU006, Shipped  ,$834.32, Aud ,2026-09-02 20:14:54
O001915,  c0179  ,  SKU019, delivered ,166.34,NZD ,02/09/2026 08:35:25
o001025 ,C0124  , SKU010 ,shipped , 397.30 ,Usd  ,02/09/2026 08:53:23
 o001037, C0286 ,  SKU006  , shipped, 887.75 ,  Usd ,02/09/2026 05:08:48
 O001767,  C0183 ,SKU017  , pending,"$1,373.12", Usd  ,2026-09-02 16:53:45
