order_id,customer_id,sku,status,amount,currency,order_ts
 O000424 , C0091  ,  SKU017  , shipped, 1222.10 ,  AUD ,2026-09-01 16:12:20
  o000335 ,c0093, SKU010 ,delivered  , 1312.93 ,Aud,01/09/2026 17:39:37
O000505 ,C0042 ,sku008 , Shipped ,$935.72, AUD ,01/09/2026 02:24:52
 O000502,  C0202  ,sku008,SHIPPED ,$68.89,Aud,2026-09-01 00:26:27
 o000413  ,c0130,  sku012 , DELIVERED,518.04, usd  ,01/09/2026 09:03:17
  O000684  , C0256  ,SKU002 ,Delivered  , 747.34 , Aud  ,2026-09-01 23:24:15
  O000115,  C0297  , Sku001  , PENDING  ,$327.85,USD ,01/09/2026 06:58:26
  O000708 ,  C0203,  SKU018, Pending , 51.91 , AUD ,01/09/2026 23:42:24
O000992 ,  C0073, sku001,Shipped ,588.51,  USD,2026-09-01 01:48:25
 O000447  ,C0072, SKU007 , PENDING, 1390.06 ,  Usd  ,2026-09-01 06:45:23
O000804, C0186 ,  SKU013, Shipped,1132.78,  nzd ,2026-09-01 17:30:04
  o000076, C0242  ,  Sku003  , Delivered , 951.63 ,usd,01/09/2026 21:06:13
  o000703 ,  C0139  ,  Sku014,pending,$28.71,NZD,2026-09-01 23:56:04
 O000512,  C0172 ,  sku005 ,delivered ,1326.68,AUD,01/09/2026 08:44:20
  O000766  ,C0159  , Sku004  ,DELIVERED, 1385.62 ,usd ,01/09/2026 05:15:00
 O000578  ,C0144,  sku018 ,  SHIPPED,1168.23, aud,01/09/2026 12:28:29
  O000767  ,C0074, sku006  ,  delivered ,$23.94,NZD ,2026-09-01 23:30:31
 o000399  ,C0266 ,SKU005  , SHIPPED, 1043.52 ,AUD ,2026-09-01 01:25:10
  O000573,  C0202  ,SKU012  ,  shipped ,"$1,166.60",  Aud,01/09/2026 19:37:37
O000481 ,  C0110,  SKU004 ,pending ,$583.62,Aud ,2026-09-01 23:03:40
O000080  , c0223  , sku001 , delivered  , 1391.05 , Nzd  ,01/09/2026 16:20:27
 O000452 , C0095  ,sku007, Delivered ,27.53, AUD  ,2026-09-01 17:11:43
O000839 ,  C0218,SKU019  , Shipped ,370.73,usd  ,01/09/2026 00:59:05
 o000911 ,  C0073 ,SKU008 , Pending,1460.36, USD,01/09/2026 22:50:55
  o000086,  C0047,  Sku012,Delivered  ,1280.45, usd,2026-09-01 12:22:52
 o000580,  C0190 ,  Sku004 , shipped  , 1291.09 , aud,2026-09-01 18:22:03
 O000628  ,  c0196  ,sku005,Shipped, 278.94 ,USD,01/09/2026 15:14:44
O000434  , C0126  ,  SKU020  , shipped, 433.85 ,USD  ,2026-09-01 05:51:55
O000529 ,  C0269 , sku010  ,Shipped  ,621.87, aud ,2026-09-01 10:27:25
  O000973  ,C0071 ,  Sku012  ,SHIPPED ,1296.44,  AUD,2026-09-01 10:36:22
 O000382  , C0236  , SKU019  ,pending , 1359.73 ,USD ,2026-09-01 19:04:57
  O000030 ,C0238 ,Sku002, PENDING ,123.09,  NZD,2026-09-01 05:19:08
  O000619  , C0183  ,  Sku019  ,  PENDING, 1238.80 ,Aud ,01/09/2026 14:48:17
O000687 ,  C0079 ,  sku017  ,SHIPPED, 266.49 ,  NZD  ,2026-09-01 00:58:31
O000617 ,  c0046  , SKU019  ,delivered ,171.4,Nzd ,2026-09-01 15:33:07
 O000311 ,c0205 ,SKU020,  pending,820.27, AUD,01/09/2026 04:02:12
 O000654 ,C0110  , Sku012,  PENDING ,$386.28,  nzd  ,01/09/2026 08:48:33
O000042, C0157  ,SKU017 ,Delivered,481.02,aud ,2026-09-01 20:34:04
O000112, C0080 ,  sku017 ,  Shipped  ,1247.87,aud  ,2026-09-01 20:20:24
 O000401 , C0034,  sku004  , delivered ,$698.26,NZD,01/09/2026 15:06:44
o000750  , c0175 ,  sku006  ,  Pending , 1057.29 ,Aud  ,01/09/2026 19:40:18
  O000888 ,C0107,SKU005  ,  pending,"$1,163.29",  nzd ,01/09/2026 15:53:35
O000910 ,  C0079  ,  SKU008, Pending  ,1190.54,  Usd,2026-09-01 01:47:31
  O000264  ,  C0161,SKU012,Delivered  ,1024.25,Aud,01/09/2026 18:25:14
  O000757,  c0179 ,Sku017 , pending  ,$900.58,USD  ,2026-09-01 20:41:34
 O000590  ,  C0070,Sku013  ,Shipped  ,"$1,294.52",Aud,01/09/2026 01:11:25
O000349  , C0027 , Sku005 ,  pending,1211.43,USD  ,01/09/2026 15:29:18
O000162,  c0061 ,  SKU007, shipped ,$711.61, nzd ,01/09/2026 05:42:37
O000985,C0060 ,SKU004,  SHIPPED , 440.86 ,USD ,2026-09-01 11:36:57
O000081,C0100  ,  SKU017 ,  DELIVERED , 1017.54 ,nzd,01/09/2026 06:33:02
  O000095  ,C0239 ,Sku015  , Delivered,259.29,  Nzd,2026-09-01 12:30:33
O000299,  C0044 , sku010 , Delivered ,1390.9,Usd  ,2026-09-01 16:47:24
 O000206 ,C0154 ,  SKU020 ,SHIPPED,231.74,  USD  ,01/09/2026 06:23:49
  o000595  ,c0023,Sku009, shipped ,734.95, USD  ,01/09/2026 16:57:07
 o000609  ,C0244, SKU001  ,Delivered ,89.2,AUD  ,01/09/2026 09:41:05
O000556, C0046 ,sku001 , PENDING  ,233.53, NZD  ,2026-09-01 16:35:20
o000036 ,  C0099  ,SKU004,Pending , 857.81 , AUD  ,01/09/2026 14:08:54
  o000747,c0090,  Sku016 ,  delivered, 714.40 ,  usd,01/09/2026 00:21:03
O000143,C0281 , Sku020  ,PENDING ,$141.55, Nzd  ,2026-09-01 09:17:24
 O000819  ,C0138,SKU009 ,DELIVERED ,245.05, Aud  ,2026-09-01 21:06:33
O000591  ,  C0111 ,SKU007  ,  delivered  ,"$1,181.46",  NZD ,2026-09-01 07:54:38
  O000416,c0151 ,  SKU020, SHIPPED  ,1456.21,USD,2026-09-01 11:47:25
O000932  ,  c0139, SKU013, Pending  ,"$1,080.36", NZD,01/09/2026 08:29:42
O000192,C0156 ,sku003, delivered,$159.16,  aud,2026-09-01 20:07:50
 O000150 ,c0151 , Sku019  ,Pending  , 79.23 ,  NZD,2026-09-01 00:17:12
 O000673 ,  C0037,  SKU001  ,PENDING,245.36,usd  ,2026-09-01 21:46:49
O000288 ,  C0263,SKU007 ,shipped ,$284.37, Nzd ,01/09/2026 10:06:56
O000816 ,c0012  , SKU006 ,  pending, 819.82 ,AUD ,2026-09-01 03:45:37
  O000069 ,  C0053, SKU013 ,shipped  ,1195.75, Usd  ,2026-09-01 11:51:52
  O000008  ,c0242  , sku016  ,pending , 331.39 ,Aud,2026-09-01 14:57:20
o000885  ,c0122  ,  SKU013 ,  pending, 504.58 , AUD ,2026-09-01 11:24:10
O000718 ,  C0266  ,sku016  ,  DELIVERED ,900.03, Usd  ,2026-09-01 12:02:11
 o000450 , C0046 , sku011 ,PENDING  , 1157.77 ,USD  ,2026-09-01 13:09:39
O000770, C0195 ,  sku019 ,Shipped  , 1115.64 ,  AUD,2026-09-01 17:12:26
o000532 ,  C0218, SKU009, delivered, 1207.48 , usd,2026-09-01 21:20:33
 O000817  , c0127,  SKU007  , shipped ,12.82,AUD ,2026-09-01 06:06:30
O000440,C0126 , SKU005 ,SHIPPED , 476.37 , NZD  ,2026-09-01 22:17:38
  O000791,  c0002 , SKU014 , delivered, 462.16 ,AUD,01/09/2026 12:16:58
O000712  ,C0111 ,SKU009  ,shipped ,"$1,377.10", USD  ,2026-09-01 04:47:56
O000147,  C0153  ,  sku011,delivered ,1086.97,USD,01/09/2026 16:22:55
O000769 ,  C0161 ,SKU001,Pending,146.38,AUD,2026-09-01 08:51:42
 O000954  ,  C0293  ,  SKU010 ,  DELIVERED  ,"$1,152.93",Usd ,01/09/2026 19:49:59
  O000302,C0004,Sku016  ,Delivered,"$1,032.60", usd ,2026-09-01 04:10:35
O000645,C0220 , sku006  , PENDING,681.94,nzd  ,01/09/2026 02:49:22
O000487 ,C0219,sku016  ,pending,164.79,Usd,01/09/2026 15:55:01
O000096,  C0223  , SKU019  ,  Delivered, 1338.06 , Aud,2026-09-01 21:32:44
O000729 ,c0043,SKU017,PENDING,$953.59,NZD  ,01/09/2026 22:58:40
O000581,  C0157  ,  sku020,delivered ,"$1,316.99", AUD ,2026-09-01 18:39:09
o000686  ,C0066 , SKU003,SHIPPED,$281.90,  Nzd ,2026-09-01 16:51:41
  O000376  ,  C0016 ,SKU007 ,pending  ,$693.39,  USD  ,01/09/2026 08:55:18
O000204,C0094  ,SKU015  ,  Shipped ,$12.05,usd  ,2026-09-01 17:54:00
  O000548, C0118 , Sku012 ,pending  ,$816.57, NZD,01/09/2026 06:48:24
 O000104,  C0084  ,  sku018  , Delivered  ,184.87,  NZD  ,01/09/2026 00:54:26
 o000977 , C0048 ,  SKU019, shipped ,$563.18,AUD ,2026-09-01 23:46:41
 O000132  ,  c0202 , SKU009,  Delivered ,$138.10,  nzd ,01/09/2026 08:34:22
  o000098, c0190 ,  SKU015,  pending,951.2,usd,2026-09-01 22:50:22
  O000946  , c0184 ,  sku014 , shipped  ,$907.95,nzd,2026-09-01 18:26:52
O000853  , C0209,Sku010,DELIVERED , 113.31 , Usd,01/09/2026 13:34:27
  O000354  ,C0257  , SKU005 ,pending ,$402.15,  Usd  ,01/09/2026 06:17:01
  O000444,  c0027,  SKU008, pending ,462.03, USD ,01/09/2026 16:20:42
 O000327 ,  C0076,SKU019 ,SHIPPED,950.05, Nzd ,2026-09-01 07:12:45
  O000553  ,c0189  ,sku020, Delivered,203.49, NZD,2026-09-01 02:06:34
  O000767  ,C0074, sku006  ,  delivered ,$23.94,NZD ,2026-09-01 23:30:31
O000441,C0299  ,Sku015  ,  Pending ,509.92,NZD  ,01/09/2026 06:22:46
o000167, C0094 , SKU009, delivered ,$233.88,AUD,2026-09-01 14:49:42
  O000371 ,c0256, sku007 ,  Delivered ,1047.49,USD  ,01/09/2026 14:12:06
  O000692, c0026  , Sku013, shipped  ,"$1,250.17",aud  ,01/09/2026 23:08:07
o000754  ,  c0076  ,  SKU018 ,  pending ,"$1,387.14",NZD  ,2026-09-01 21:18:23
 O000904  , C0040 ,  SKU018  ,  delivered  , 937.60 ,Usd ,01/09/2026 01:26:55
O000558  , c0271  ,  SKU005,  pending  , 72.04 , NZD ,01/09/2026 08:30:37
  o000348  ,C0092,SKU009,SHIPPED,156.18,Usd ,01/09/2026 19:01:01
 O000103  , C0083 ,sku018,  pending ,$275.87,nzd ,2026-09-01 06:23:04
 o000246,  c0027,  Sku008 ,  delivered, 803.29 ,aud  ,01/09/2026 00:03:03
 O000201,  c0292 , SKU006, Pending  , 1438.67 ,  NZD  ,01/09/2026 21:50:25
  O000951,C0185 ,  SKU016 ,pending , 1470.87 ,  USD ,01/09/2026 21:48:05
 O000635,c0198,  SKU020, Pending ,489.52,  aud,2026-09-01 19:51:16
 O000170,  C0129,  SKU013  ,Delivered  ,"$1,264.13",  nzd ,01/09/2026 07:44:46
O000588,  C0036,  sku017,  Shipped, 1208.66 ,  AUD,2026-09-01 06:17:38
 O000460 ,  C0084 ,  Sku008,pending ,"$1,132.73",AUD ,01/09/2026 13:00:03
  O000231 , c0190  , SKU008  , shipped ,914.23,  USD,2026-09-01 16:40:03
O000872,  C0272,SKU003  ,shipped , 951.03 ,USD  ,2026-09-01 09:41:02
O000867  ,C0240  ,  SKU010  ,  pending  ,1275.46,nzd,2026-09-01 18:19:07
 O000105,  C0227, Sku011,  delivered  ,$171.14,  USD  ,2026-09-01 17:26:21
O000428  ,c0092  , SKU017,pending ,"$1,022.66",  NZD,2026-09-01 01:37:41
  o000044  , C0295,  sku003 , PENDING,1008.61,AUD  ,01/09/2026 15:25:14
,C0076 , Sku001,  pending,"$1,354.29",  NZD  ,2026-09-01 00:03:15
O000400  , C0207,  Sku012  ,PENDING,934.0, NZD,2026-09-01 01:02:12
  O000753, c0223  ,SKU018  ,PENDING , 1163.71 ,  Aud,2026-09-01 21:02:55
  o000717  ,C0149,  SKU005  , SHIPPED , 172.14 , aud,01/09/2026 06:24:48
  O000075 ,  C0122 ,SKU017  , pending  ,$618.02,  NZD  ,01/09/2026 19:53:07
  O000616  , C0081  ,  Sku017  , delivered,"$1,012.49",nzd  ,01/09/2026 21:29:48
  O000622 ,  C0099,  sku010  ,  pending  ,45.3, NZD ,01/09/2026 20:39:06
 O000615 ,  C0192,SKU015 , pending  ,810.03,Aud  ,2026-09-01 02:14:49
 O000498  , C0196  ,  SKU013 ,DELIVERED,$562.31, NZD ,01/09/2026 11:27:08
 o000877,  c0226 , SKU008, shipped,1089.58,USD  ,01/09/2026 03:16:58
  O000467  ,C0234,  Sku019 , shipped , 837.49 , Usd,2026-09-01 09:49:58
O000163,c0074, Sku005  , Delivered ,$634.37,  Usd  ,01/09/2026 11:06:38
 O000933 ,  C0042 ,  Sku006 ,Pending  ,$688.13, USD,01/09/2026 23:28:43
O000053 , C0126 , sku017,  delivered, 595.23 , USD  ,01/09/2026 01:25:44
O000672, C0100  , SKU002 , delivered  ,$756.50,  AUD  ,01/09/2026 15:12:58
 O000282 , C0039 ,SKU019 ,  shipped ,634.36,  USD,01/09/2026 15:50:43
O000664, c0055,SKU015  ,  shipped , 384.39 , USD,2026-09-01 21:11:38
  o000315,  C0150  ,sku005 , pending  , 598.53 ,  usd,2026-09-01 23:56:30
O000776  , C0143 ,Sku018,pending,$766.26,NZD  ,01/09/2026 09:50:44
  O000071 ,  C0032  ,Sku003, pending  ,"$1,226.10", aud  ,2026-09-01 21:08:42
O000744,c0052  , SKU013 , pending ,1466.32, Aud ,01/09/2026 11:55:51
 O000386,C0258 ,sku010 ,DELIVERED,$661.75,USD ,01/09/2026 06:37:58
  O000131  , C0158  , Sku001  ,  pending, 1450.31 , USD ,2026-09-01 22:03:25
O000710,C0079,SKU020 , Delivered,16.95,  AUD ,2026-09-01 00:35:28
O000211 , C0250  ,  SKU006,shipped ,"$1,422.88", USD,2026-09-01 16:24:29
o000398  ,  C0216  , Sku013,delivered,533.96,AUD  ,2026-09-01 11:17:09
  o000797 ,C0282,Sku012,  Shipped,$699.89,  Nzd  ,2026-09-01 18:13:21
 o000566,  C0189 ,  SKU008 ,  DELIVERED,421.86,usd  ,01/09/2026 00:36:44
 o000741 ,  c0121 , sku007  , Shipped,$972.33,USD  ,01/09/2026 10:44:12
  o000296  , C0178 ,sku010 ,Shipped,1454.3,  aud,2026-09-01 18:09:55
 o000483  , c0016  , sku014 , Pending  ,843.84, AUD ,2026-09-01 05:17:59
O000090,C0087,SKU012, pending  ,$250.01,  Usd,2026-09-01 08:52:14
O000290,C0272  ,sku020, pending, 779.37 , Nzd ,2026-09-01 03:58:31
O000012  , C0204  ,SKU005 ,pending, 181.27 ,  Usd ,01/09/2026 08:21:56
 O000997 ,  C0243 , Sku014, PENDING, 1295.68 ,  Usd  ,2026-09-01 23:34:47
  o000914  ,  c0154 ,  SKU010 , delivered,"$1,270.30",Nzd ,01/09/2026 09:16:11
  o000191  , C0276,Sku010  , DELIVERED,$881.67,  nzd ,2026-09-01 20:39:53
  O000464 ,  C0153,sku007,shipped ,"$1,227.34",  Usd ,01/09/2026 13:08:28
  O000066 ,C0008,  sku020 ,Pending, 772.55 , USD  ,01/09/2026 07:31:16
  O000052  ,  C0225 ,  Sku020  ,  pending,1032.73, Nzd,2026-09-01 16:39:31
O000200,  c0055  ,sku012, Shipped  ,$262.91,Nzd  ,01/09/2026 14:38:29
o000407  ,C0268 ,SKU014 , SHIPPED,$703.60, Nzd  ,01/09/2026 04:57:21
 O000929 , C0131, SKU011  , Pending,"$1,019.87",nzd  ,2026-09-01 12:08:00
 o000385  , C0100  ,  Sku019 , pending  ,922.78, USD ,2026-09-01 16:36:42
 o000279,c0224, Sku017 , delivered  ,"$1,383.76",  NZD ,2026-09-01 09:06:20
  O000583  ,  C0056, SKU010,delivered,55.68, aud,2026-09-01 12:53:01
O000795 ,  C0085,Sku004 ,Shipped  , 710.40 ,  AUD ,01/09/2026 06:03:39
O000719 , C0094 , Sku013,  shipped, 953.09 , NZD,2026-09-01 07:37:00
  O000057 ,C0004, sku008, shipped,$419.34,  USD ,2026-09-01 22:53:16
O000728 ,C0214,  SKU020,  Pending,$991.00, AUD ,2026-09-01 20:33:17
 o000847  ,c0271  , SKU006,  pending, 1418.97 ,  Usd ,2026-09-01 20:02:04
  o000963,  C0189, SKU012  , Pending  ,$465.73, USD ,not-a-date
O000986  ,C0251  ,Sku007 , Delivered , 1446.58 , Usd ,01/09/2026 12:41:57
  O000250  ,  c0246  ,SKU019,shipped  ,1223.75,Nzd,01/09/2026 11:11:29
O000340  ,C0139  , sku003 , pending ,$113.61,Aud,2026-09-01 15:07:24
o000890 , C0270  ,  SKU005,  pending  ,$309.93, aud ,01/09/2026 19:08:45
  O000998, C0184 , Sku001  ,  pending  ,1093.88, AUD  ,2026-09-01 14:26:11
o000972,C0138 , Sku005  , pending ,199.09,  Aud  ,01/09/2026 04:00:50
 O000194 ,  C0074,  sku015 , delivered  , 1237.40 , AUD,2026-09-01 22:01:18
O000169  ,  C0065 ,SKU010 ,  pending,$611.90,USD ,2026-09-01 03:03:18
  O000751,C0190,  Sku016  ,delivered , 953.76 ,  NZD  ,01/09/2026 20:47:24
 O000197 ,C0249,SKU015 ,Shipped, 126.58 ,  AUD ,2026-09-01 23:55:17
O000905  , C0108,SKU017  ,delivered,$827.09,  NZD ,01/09/2026 16:08:23
 O000236  ,C0056,sku015,  Delivered ,1259.52,USD  ,2026-09-01 05:53:31
O000916, C0066  ,  sku019,  Pending,1289.56,  USD,01/09/2026 19:30:56
O000800, C0006, Sku010  ,  Delivered ,"$1,108.67",  Aud,2026-09-01 21:52:13
O000129,  C0153  , sku003, shipped ,1345.47,  Nzd  ,2026-09-01 23:56:10
  o000840  , C0263 ,  SKU015 ,  shipped,$971.62, Usd,01/09/2026 15:41:19
  o000561  ,  C0061  , SKU015  ,  pending,"$1,458.60",  NZD  ,01/09/2026 01:06:40
  O000631 ,c0218 ,  sku003  ,  Pending,"$1,096.48",  Aud ,2026-09-01 05:59:37
 O000881 ,  C0290  , SKU013,Delivered  ,390.84,NZD  ,2026-09-01 06:46:25
O000054,  C0257  , SKU004,  delivered  ,1168.76,  AUD  ,2026-09-01 19:53:38
 o000584, C0170  ,  sku018 ,  pending  ,625.88,  nzd  ,01/09/2026 11:48:46
  O000734  ,c0255 ,Sku009 ,delivered ,529.86, USD ,01/09/2026 22:29:37
 o000675 , C0202 ,Sku005  ,  DELIVERED,856.78, Aud,01/09/2026 14:20:05
O000970,  c0198 ,sku020,  Delivered, 1466.21 ,nzd ,01/09/2026 09:28:22
  O000571, c0252,sku020  , delivered  , 353.10 , Nzd  ,2026-09-01 15:30:39
